"Date","Time (LST/LDT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"1980/02/01","00:00","572.956","NaN","NaN","572.105","NaN","NaN","NaN","571.506","0"
"1980/03/01","00:00","573.327","NaN","NaN","572.309","NaN","NaN","NaN","571.696","0"
"1980/04/01","00:00","573.848","NaN","NaN","573.002","NaN","NaN","NaN","572.277","0"
"1980/05/01","00:00","573.829","NaN","NaN","573.048","NaN","NaN","NaN","572.589","0"
"1980/06/01","00:00","574.078","NaN","NaN","573.158","NaN","NaN","NaN","572.589","0"
"1980/07/01","00:00","573.796","NaN","NaN","573.019","NaN","NaN","NaN","572.136","0"
"1980/08/01","00:00","573.615","NaN","NaN","573.134","NaN","NaN","NaN","572.598","0"
"1980/09/01","00:00","573.517","NaN","NaN","572.878","NaN","NaN","NaN","572.169","0"
"1980/10/01","00:00","572.917","NaN","NaN","572.273","NaN","NaN","NaN","571.447","0"
"1980/11/01","00:00","572.388","NaN","NaN","571.813","NaN","NaN","NaN","570.696","0"
"1980/12/01","00:00","572.657","NaN","NaN","571.743","NaN","NaN","NaN","570.597","0"
"1981/01/01","00:00","571.906","NaN","NaN","571.385","NaN","NaN","NaN","570.577","0"
"1981/02/01","00:00","571.926","NaN","NaN","571.311","NaN","NaN","NaN","570.617","0"
"1981/03/01","00:00","572.526","NaN","NaN","571.866","NaN","NaN","NaN","571.476","0"
"1981/04/01","00:00","572.618","NaN","NaN","572.096","NaN","NaN","NaN","571.447","0"
"1981/05/01","00:00","572.808","NaN","NaN","572.535","NaN","NaN","NaN","572.208","0"
"1981/06/01","00:00","573.287","NaN","NaN","572.785","NaN","NaN","NaN","572.297","0"
"1981/07/01","00:00","573.258","NaN","NaN","572.843","NaN","NaN","NaN","572.487","0"
"1981/08/01","00:00","573.058","NaN","NaN","572.631","NaN","NaN","NaN","572.169","0"
"1981/09/01","00:00","573.136","NaN","NaN","572.518","NaN","NaN","NaN","571.926","0"
"1981/10/01","00:00","573.028","NaN","NaN","572.327","NaN","NaN","NaN","570.748","0"
"1981/11/01","00:00","572.946","NaN","NaN","572.144","NaN","NaN","NaN","570.827","0"
"1981/12/01","00:00","572.687","NaN","NaN","571.924","NaN","NaN","NaN","571.007","0"
"1982/01/01","00:00","572.848","NaN","NaN","571.7","NaN","NaN","NaN","569.836","0"
"1982/02/01","00:00","572.408","NaN","NaN","571.799","NaN","NaN","NaN","570.748","0"
"1982/03/01","00:00","573.287","NaN","NaN","572.264","NaN","NaN","NaN","571.339","0"
"1982/04/01","00:00","575.256","NaN","NaN","573.001","NaN","NaN","NaN","571.637","0"
"1982/05/01","00:00","573.248","NaN","NaN","572.921","NaN","NaN","NaN","572.638","0"
"1982/06/01","00:00","573.478","NaN","NaN","572.976","NaN","NaN","NaN","572.418","0"
"1982/07/01","00:00","573.196","NaN","NaN","572.823","NaN","NaN","NaN","572.418","0"
"1982/08/01","00:00","572.838","NaN","NaN","572.397","NaN","NaN","NaN","571.867","0"
"1982/09/01","00:00","572.556","NaN","NaN","571.983","NaN","NaN","NaN","571.476","0"
"1982/10/01","00:00","572.346","NaN","NaN","571.67","NaN","NaN","NaN","570.089","0"
"1982/11/01","00:00","572.477","NaN","NaN","571.622","NaN","NaN","NaN","570.748","0"
"1982/12/01","00:00","572.507","NaN","NaN","571.926","NaN","NaN","NaN","571.027","0"
"1983/01/01","00:00","572.838","NaN","NaN","572.108","NaN","NaN","NaN","571.398","0"
"1983/02/01","00:00","572.526","NaN","NaN","572.074","NaN","NaN","NaN","571.608","0"
"1983/03/01","00:00","573.517","NaN","NaN","572.212","NaN","NaN","NaN","571.847","0"
"1983/04/01","00:00","573.176","NaN","NaN","572.618","NaN","NaN","NaN","572.126","0"
"1983/05/01","00:00","573.615","NaN","NaN","573.118","NaN","NaN","NaN","572.418","0"
"1983/06/01","00:00","573.806","NaN","NaN","573.166","NaN","NaN","NaN","572.858","0"
"1983/07/01","00:00","573.668","NaN","NaN","573.165","NaN","NaN","NaN","572.697","0"
"1983/08/01","00:00","573.927","NaN","NaN","573.137","NaN","NaN","NaN","572.579","0"
"1983/09/01","00:00","573.166","NaN","NaN","572.606","NaN","NaN","NaN","571.926","0"
"1983/10/01","00:00","572.946","NaN","NaN","572.205","NaN","NaN","NaN","571.086","0"
"1983/11/01","00:00","573.097","NaN","NaN","572.167","NaN","NaN","NaN","571.158","0"
"1983/12/01","00:00","572.956","NaN","NaN","572.258","NaN","NaN","NaN","571.427","0"
"1984/01/01","00:00","572.536","NaN","NaN","572.055","NaN","NaN","NaN","571.706","0"
"1984/02/01","00:00","573.448","NaN","NaN","572.149","NaN","NaN","NaN","571.706","0"
"1984/03/01","00:00","573.766","NaN","NaN","572.679","NaN","NaN","NaN","571.877","0"
"1984/04/01","00:00","573.386","NaN","NaN","572.913","NaN","NaN","NaN","571.798","0"
"1984/05/01","00:00","573.747","NaN","NaN","572.814","NaN","NaN","NaN","571.847","0"
"1984/06/01","00:00","573.576","NaN","NaN","573.113","NaN","NaN","NaN","572.717","0"
"1984/07/01","00:00","573.448","NaN","NaN","573.039","NaN","NaN","NaN","572.707","0"
"1984/08/01","00:00","573.629","NaN","NaN","572.87","NaN","NaN","NaN","572.228","0"
"1984/09/01","00:00","573.337","NaN","NaN","572.572","NaN","NaN","NaN","572.067","0"
"1984/10/01","00:00","572.877","NaN","NaN","572.353","NaN","NaN","NaN","571.726","0"
"1984/11/01","00:00","572.799","NaN","NaN","572.097","NaN","NaN","NaN","571.056","0"
"1984/12/01","00:00","572.736","NaN","NaN","571.934","NaN","NaN","NaN","571.037","0"
"1985/01/01","00:00","573.028","NaN","NaN","572.176","NaN","NaN","NaN","570.768","0"
"1985/02/01","00:00","573.048","NaN","NaN","572.37","NaN","NaN","NaN","571.768","0"
"1985/03/01","00:00","574.416","NaN","NaN","573.449","NaN","NaN","NaN","572.428","0"
"1985/04/01","00:00","574.816","NaN","NaN","574.058","NaN","NaN","NaN","572.707","0"
"1985/05/01","00:00","574.426","NaN","NaN","573.88","NaN","NaN","NaN","573.488","0"
"1985/06/01","00:00","574.347","NaN","NaN","573.774","NaN","NaN","NaN","573.386","0"
"1985/07/01","00:00","574.137","NaN","NaN","573.592","NaN","NaN","NaN","573.009","0"
"1985/08/01","00:00","573.707","NaN","NaN","573.258","NaN","NaN","NaN","572.877","0"
"1985/09/01","00:00","573.615","NaN","NaN","573.019","NaN","NaN","NaN","572.438","0"
"1985/10/01","00:00","573.917","NaN","NaN","572.605","NaN","NaN","NaN","571.588","0"
"1985/11/01","00:00","574.216","NaN","NaN","573.147","NaN","NaN","NaN","572.037","0"
"1985/12/01","00:00","573.907","NaN","NaN","573.18","NaN","NaN","NaN","571.217","0"
"1986/01/01","00:00","573.747","NaN","NaN","572.949","NaN","NaN","NaN","571.627","0"
"1986/02/01","00:00","574.288","NaN","NaN","573.448","NaN","NaN","NaN","572.766","0"
"1986/03/01","00:00","574.186","NaN","NaN","573.706","NaN","NaN","NaN","572.697","0"
"1986/04/01","00:00","574.357","NaN","NaN","573.952","NaN","NaN","NaN","573.297","0"
"1986/05/01","00:00","574.488","NaN","NaN","574.03","NaN","NaN","NaN","573.176","0"
"1986/06/01","00:00","575.007","NaN","NaN","574.299","NaN","NaN","NaN","573.878","0"
"1986/07/01","00:00","574.596","NaN","NaN","574.258","NaN","NaN","NaN","573.678","0"
"1986/08/01","00:00","574.646","NaN","NaN","573.967","NaN","NaN","NaN","573.238","0"
"1986/09/01","00:00","574.167","NaN","NaN","573.557","NaN","NaN","NaN","572.858","0"
"1986/10/01","00:00","574.678","NaN","NaN","573.906","NaN","NaN","NaN","573.278","0"
"1986/11/01","00:00","574.577","NaN","NaN","573.606","NaN","NaN","NaN","572.986","0"
"1986/12/01","00:00","574.459","NaN","NaN","573.703","NaN","NaN","NaN","572.789","0"
"1987/01/01","00:00","575.187","NaN","NaN","573.644","NaN","NaN","NaN","572.848","0"
"1987/02/01","00:00","575.299","NaN","NaN","573.437","NaN","NaN","NaN","573.038","0"
"1987/03/01","00:00","574.078","NaN","NaN","573.291","NaN","NaN","NaN","572.638","0"
"1987/04/01","00:00","574.606","NaN","NaN","573.61","NaN","NaN","NaN","572.726","0"
"1987/05/01","00:00","573.986","NaN","NaN","573.472","NaN","NaN","NaN","572.867","0"
"1987/06/01","00:00","573.976","NaN","NaN","573.381","NaN","NaN","NaN","572.927","0"
"1987/07/01","00:00","573.937","NaN","NaN","573.413","NaN","NaN","NaN","572.877","0"
"1987/08/01","00:00","574.147","NaN","NaN","573.113","NaN","NaN","NaN","572.028","0"
"1987/09/01","00:00","573.497","NaN","NaN","572.816","NaN","NaN","NaN","572.365","0"
"1987/10/01","00:00","573.258","NaN","NaN","572.283","NaN","NaN","NaN","571.388","0"
"1987/11/01","00:00","572.897","NaN","NaN","572.008","NaN","NaN","NaN","570.906","0"
"1987/12/01","00:00","572.999","NaN","NaN","572.021","NaN","NaN","NaN","569.957","0"
"1988/01/01","00:00","572.598","NaN","NaN","571.867","NaN","NaN","NaN","570.978","0"
"1988/02/01","00:00","572.398","NaN","NaN","571.915","NaN","NaN","NaN","571.276","0"
"1988/03/01","00:00","572.736","NaN","NaN","572.048","NaN","NaN","NaN","571.227","0"
"1988/04/01","00:00","573.366","NaN","NaN","572.383","NaN","NaN","NaN","571.818","0"
"1988/05/01","00:00","572.858","NaN","NaN","572.36","NaN","NaN","NaN","571.749","0"
"1988/06/01","00:00","572.828","NaN","NaN","572.189","NaN","NaN","NaN","571.827","0"
"1988/07/01","00:00","573.166","NaN","NaN","571.942","NaN","NaN","NaN","571.486","0"
"1988/08/01","00:00","572.598","NaN","NaN","571.734","NaN","NaN","NaN","571.056","0"
"1988/09/01","00:00","572.047","NaN","NaN","571.315","NaN","NaN","NaN","570.568","0"
"1988/10/01","00:00","571.877","NaN","NaN","570.954","NaN","NaN","NaN","569.856","0"
"1988/11/01","00:00","572.365","NaN","NaN","570.871","NaN","NaN","NaN","569.698","0"
"1988/12/01","00:00","571.867","NaN","NaN","570.811","NaN","NaN","NaN","570.089","0"
"1989/01/01","00:00","571.617","NaN","NaN","570.967","NaN","NaN","NaN","569.777","0"
"1989/02/01","00:00","571.959","NaN","NaN","571.043","NaN","NaN","NaN","570.046","0"
"1989/03/01","00:00","571.798","NaN","NaN","571.188","NaN","NaN","NaN","570.217","0"
"1989/04/01","00:00","572.326","NaN","NaN","571.639","NaN","NaN","NaN","571.037","0"
"1989/05/01","00:00","572.687","NaN","NaN","571.908","NaN","NaN","NaN","571.276","0"
"1989/06/01","00:00","573.097","NaN","NaN","572.569","NaN","NaN","NaN","571.706","0"
"1989/07/01","00:00","572.956","NaN","NaN","572.554","NaN","NaN","NaN","572.116","0"
"1989/08/01","00:00","572.776","NaN","NaN","572.15","NaN","NaN","NaN","571.617","0"
"1989/09/01","00:00","572.667","NaN","NaN","571.862","NaN","NaN","NaN","571.207","0"
"1989/10/01","00:00","572.365","NaN","NaN","571.355","NaN","NaN","NaN","570.656","0"
"1989/11/01","00:00","572.126","NaN","NaN","570.97","NaN","NaN","NaN","570.138","0"
"1989/12/01","00:00","571.837","NaN","NaN","570.773","NaN","NaN","NaN","570.046","0"
"1990/01/01","00:00","571.339","NaN","NaN","570.697","NaN","NaN","NaN","569.206","0"
"1990/02/01","00:00","574.177","NaN","NaN","571.397","NaN","NaN","NaN","570.656","0"
"1990/03/01","00:00","572.287","NaN","NaN","571.845","NaN","NaN","NaN","571.247","0"
"1990/04/01","00:00","572.516","NaN","NaN","572.021","NaN","NaN","NaN","571.588","0"
"1990/05/01","00:00","572.956","NaN","NaN","572.213","NaN","NaN","NaN","571.437","0"
"1990/06/01","00:00","572.986","NaN","NaN","572.284","NaN","NaN","NaN","571.706","0"
"1990/07/01","00:00","572.638","NaN","NaN","572.196","NaN","NaN","NaN","571.857","0"
"1990/08/01","00:00","572.808","NaN","NaN","572.136","NaN","NaN","NaN","571.398","0"
"1990/09/01","00:00","573.048","NaN","NaN","572.082","NaN","NaN","NaN","571.306","0"
"1990/10/01","00:00","572.516","NaN","NaN","571.779","NaN","NaN","NaN","570.427","0"
"1990/11/01","00:00","572.346","NaN","NaN","571.51","NaN","NaN","NaN","570.456","0"
"1990/12/01","00:00","572.536","NaN","NaN","571.573","NaN","NaN","NaN","570.358","0"
"1991/01/01","00:00","572.976","NaN","NaN","572.167","NaN","NaN","NaN","571.096","0"
"1991/02/01","00:00","572.487","NaN","NaN","572.015","NaN","NaN","NaN","571.329","0"
"1991/03/01","00:00","572.746","NaN","NaN","572.259","NaN","NaN","NaN","571.027","0"
"1991/04/01","00:00","573.077","NaN","NaN","572.407","NaN","NaN","NaN","571.266","0"
"1991/05/01","00:00","573.406","NaN","NaN","572.609","NaN","NaN","NaN","572.208","0"
"1991/06/01","00:00","573.219","NaN","NaN","572.656","NaN","NaN","NaN","572.008","0"
"1991/07/01","00:00","572.848","NaN","NaN","572.336","NaN","NaN","NaN","571.818","0"
"1991/08/01","00:00","572.536","NaN","NaN","572.021","NaN","NaN","NaN","571.549","0"
"1991/09/01","00:00","572.398","NaN","NaN","571.662","NaN","NaN","NaN","570.676","0"
"1991/10/01","00:00","571.716","NaN","NaN","571.115","NaN","NaN","NaN","570.436","0"
"1991/11/01","00:00","571.516","NaN","NaN","570.881","NaN","NaN","NaN","570.118","0"
"1991/12/01","00:00","572.047","NaN","NaN","570.947","NaN","NaN","NaN","569.767","0"
"1992/01/01","00:00","573.058","NaN","NaN","571.062","NaN","NaN","NaN","570.236","0"
"1992/02/01","00:00","571.969","NaN","NaN","571.224","NaN","NaN","NaN","570.827","0"
"1992/03/01","00:00","572.369","NaN","NaN","571.584","NaN","NaN","NaN","570.738","0"
"1992/04/01","00:00","573.199","NaN","NaN","571.942","NaN","NaN","NaN","571.378","0"
"1992/05/01","00:00","572.838","NaN","NaN","572.234","NaN","NaN","NaN","571.886","0"
"1992/06/01","00:00","572.818","NaN","NaN","572.202","NaN","NaN","NaN","571.578","0"
"1992/07/01","00:00","573.297","NaN","NaN","572.385","NaN","NaN","NaN","571.627","0"
"1992/08/01","00:00","572.917","NaN","NaN","572.526","NaN","NaN","NaN","571.929","0"
"1992/09/01","00:00","573.327","NaN","NaN","572.487","NaN","NaN","NaN","571.598","0"
"1992/10/01","00:00","572.759","NaN","NaN","572.096","NaN","NaN","NaN","571.447","0"
"1992/11/01","00:00","573.776","NaN","NaN","572.168","NaN","NaN","NaN","570.249","0"
"1992/12/01","00:00","572.828","NaN","NaN","572.221","NaN","NaN","NaN","570.646","0"
"1993/01/01","00:00","573.399","NaN","NaN","572.717","NaN","NaN","NaN","571.759","0"
"1993/02/01","00:00","573.379","NaN","NaN","572.609","NaN","NaN","NaN","572.047","0"
"1993/03/01","00:00","573.589","NaN","NaN","572.663","NaN","NaN","NaN","571.768","0"
"1993/04/01","00:00","573.829","NaN","NaN","573.129","NaN","NaN","NaN","572.717","0"
"1993/05/01","00:00","573.537","NaN","NaN","573.026","NaN","NaN","NaN","572.589","0"
"1993/06/01","00:00","573.766","NaN","NaN","572.993","NaN","NaN","NaN","572.428","0"
"1993/07/01","00:00","573.868","NaN","NaN","572.957","NaN","NaN","NaN","572.438","0"
"1993/08/01","00:00","572.969","NaN","NaN","572.587","NaN","NaN","NaN","572.198","0"
"1993/09/01","00:00","572.799","NaN","NaN","572.202","NaN","NaN","NaN","571.207","0"
"1993/10/01","00:00","572.369","NaN","NaN","571.777","NaN","NaN","NaN","570.846","0"
"1993/11/01","00:00","572.228","NaN","NaN","571.572","NaN","NaN","NaN","570.738","0"
"1993/12/01","00:00","572.516","NaN","NaN","571.749","NaN","NaN","NaN","571.007","0"
"1994/01/01","00:00","572.388","NaN","NaN","571.478","NaN","NaN","NaN","570.689","0"
"1994/02/01","00:00","572.516","NaN","NaN","571.418","NaN","NaN","NaN","570.778","0"
"1994/03/01","00:00","572.178","NaN","NaN","571.744","NaN","NaN","NaN","571.319","0"
"1994/04/01","00:00","573.258","NaN","NaN","572.4","NaN","NaN","NaN","571.837","0"
"1994/05/01","00:00","573.297","NaN","NaN","572.593","NaN","NaN","NaN","572.218","0"
"1994/06/01","00:00","573.209","NaN","NaN","572.575","NaN","NaN","NaN","572.119","0"
"1994/07/01","00:00","573.097","NaN","NaN","572.741","NaN","NaN","NaN","572.339","0"
"1994/08/01","00:00","573.219","NaN","NaN","572.583","NaN","NaN","NaN","571.919","0"
"1994/09/01","00:00","572.867","NaN","NaN","572.195","NaN","NaN","NaN","571.407","0"
"1994/10/01","00:00","572.369","NaN","NaN","571.84","NaN","NaN","NaN","571.207","0"
"1994/11/01","00:00","572.959","NaN","NaN","571.524","NaN","NaN","NaN","569.938","0"
"1994/12/01","00:00","572.208","NaN","NaN","571.501","NaN","NaN","NaN","570.627","0"
"1995/01/01","00:00","572.388","NaN","NaN","571.551","NaN","NaN","NaN","570.489","0"
"1995/02/01","00:00","572.339","NaN","NaN","571.659","NaN","NaN","NaN","570.889","0"
"1995/03/01","00:00","572.218","NaN","NaN","571.783","NaN","NaN","NaN","571.276","0"
"1995/04/01","00:00","572.697","NaN","NaN","572.064","NaN","NaN","NaN","571.427","0"
"1995/05/01","00:00","572.667","NaN","NaN","572.227","NaN","NaN","NaN","571.818","0"
"1995/06/01","00:00","572.979","NaN","NaN","572.351","NaN","NaN","NaN","571.929","0"
"1995/07/01","00:00","573.068","NaN","NaN","572.245","NaN","NaN","NaN","571.378","0"
"1995/08/01","00:00","572.927","NaN","NaN","572.178","NaN","NaN","NaN","571.637","0"
"1995/09/01","00:00","572.306","NaN","NaN","571.632","NaN","NaN","NaN","571.138","0"
"1995/10/01","00:00","573.458","NaN","NaN","571.307","NaN","NaN","NaN","569.177","0"
"1995/11/01","00:00","572.178","NaN","NaN","571.14","NaN","NaN","NaN","570.217","0"
"1995/12/01","00:00","572.106","NaN","NaN","571.055","NaN","NaN","NaN","569.888","0"
"1996/01/01","00:00","572.388","NaN","NaN","570.915","NaN","NaN","NaN","569.347","0"
"1996/02/01","00:00","571.588","NaN","NaN","571.004","NaN","NaN","NaN","570.299","0"
"1996/03/01","00:00","572.818","NaN","NaN","571.368","NaN","NaN","NaN","569.879","0"
"1996/04/01","00:00","572.828","NaN","NaN","571.598","NaN","NaN","NaN","571.066","0"
"1996/05/01","00:00","572.999","NaN","NaN","572.254","NaN","NaN","NaN","571.309","0"
"1996/06/01","00:00","573.478","NaN","NaN","572.736","NaN","NaN","NaN","572.169","0"
"1996/07/01","00:00","573.278","NaN","NaN","572.894","NaN","NaN","NaN","572.457","0"
"1996/08/01","00:00","573.097","NaN","NaN","572.697","NaN","NaN","NaN","572.362","0"
"1996/09/01","00:00","573.471","NaN","NaN","572.573","NaN","NaN","NaN","571.936","0"
"1996/10/01","00:00","573.625","NaN","NaN","572.394","NaN","NaN","NaN","570.748","0"
"1996/11/01","00:00","573.356","NaN","NaN","572.215","NaN","NaN","NaN","571.814","0"
"1996/12/01","00:00","573.074","NaN","NaN","572.306","NaN","NaN","NaN","571.184","0"
"1997/01/01","00:00","573.222","NaN","NaN","572.271","NaN","NaN","NaN","571.073","0"
"1997/02/01","00:00","573.74","NaN","NaN","572.573","NaN","NaN","NaN","571.581","0"
"1997/03/01","00:00","573.934","NaN","NaN","573.426","NaN","NaN","NaN","572.707","0"
"1997/04/01","00:00","574.245","NaN","NaN","573.577","NaN","NaN","NaN","572.943","0"
"1997/05/01","00:00","574.055","NaN","NaN","573.582","NaN","NaN","NaN","572.493","0"
"1997/06/01","00:00","574.724","NaN","NaN","574.157","NaN","NaN","NaN","573.809","0"
"1997/07/01","00:00","574.508","NaN","NaN","574.004","NaN","NaN","NaN","573.333","0"
"1997/08/01","00:00","574.035","NaN","NaN","573.576","NaN","NaN","NaN","573.232","0"
"1997/09/01","00:00","573.776","NaN","NaN","573.267","NaN","NaN","NaN","572.448","0"
"1997/10/01","00:00","573.855","NaN","NaN","572.865","NaN","NaN","NaN","572.152","0"
"1997/11/01","00:00","573.189","NaN","NaN","572.461","NaN","NaN","NaN","571.729","0"
"1997/12/01","00:00","573.484","NaN","NaN","572.409","NaN","NaN","NaN","571.726","0"
"1998/01/01","00:00","573.55","NaN","NaN","572.824","NaN","NaN","NaN","571.575","0"
"1998/02/01","00:00","573.658","NaN","NaN","573.024","NaN","NaN","NaN","572.598","0"
"1998/03/01","00:00","574.295","NaN","NaN","573.279","NaN","NaN","NaN","572.438","0"
"1998/04/01","00:00","574.364","NaN","NaN","573.629","NaN","NaN","NaN","573.143","0"
"1998/05/01","00:00","574.085","NaN","NaN","573.698","NaN","NaN","NaN","573.209","0"
"1998/06/01","00:00","574.078","NaN","NaN","573.369","NaN","NaN","NaN","572.684","0"
"1998/07/01","00:00","573.543","NaN","NaN","573.152","NaN","NaN","NaN","572.159","0"
"1998/08/01","00:00","573.579","NaN","NaN","572.808","NaN","NaN","NaN","571.982","0"
"1998/09/01","00:00","573.209","NaN","NaN","572.337","NaN","NaN","NaN","571.824","0"
"1998/10/01","00:00","572.621","NaN","NaN","571.758","NaN","NaN","NaN","571.089","0"
"1998/11/01","00:00","571.726","NaN","NaN","571.145","NaN","NaN","NaN","569.692","0"
"1998/12/01","00:00","571.795","NaN","NaN","570.872","NaN","NaN","NaN","570.072","0"
"1999/01/01","00:00","571.87","NaN","NaN","570.724","NaN","NaN","NaN","569.311","0"
"1999/02/01","00:00","571.814","NaN","NaN","571.197","NaN","NaN","NaN","570.423","0"
"1999/03/01","00:00","572.513","NaN","NaN","571.466","NaN","NaN","NaN","571.014","0"
"1999/04/01","00:00","572.92","NaN","NaN","571.692","NaN","NaN","NaN","570.761","0"
"1999/05/01","00:00","572.185","NaN","NaN","571.79","NaN","NaN","NaN","571.266","0"
"1999/06/01","00:00","572.339","NaN","NaN","571.751","NaN","NaN","NaN","571.371","0"
"1999/07/01","00:00","572.897","NaN","NaN","571.584","NaN","NaN","NaN","571.083","0"
"1999/08/01","00:00","571.837","NaN","NaN","571.321","NaN","NaN","NaN","570.955","0"
"1999/09/01","00:00","571.647","NaN","NaN","571","NaN","NaN","NaN","570.367","0"
"1999/10/01","00:00","571.854","NaN","NaN","570.704","NaN","NaN","NaN","569.918","0"
"1999/11/01","00:00","571.509","NaN","NaN","570.523","NaN","NaN","NaN","569.843","0"
"1999/12/01","00:00","571.493","NaN","NaN","570.318","NaN","NaN","NaN","568.832","0"
"2000/01/01","00:00","571.125","NaN","NaN","570.248","NaN","NaN","NaN","569.295","0"
"2000/02/01","00:00","570.623","NaN","NaN","570.013","NaN","NaN","NaN","569.265","0"
"2000/03/01","00:00","570.919","NaN","NaN","570.292","NaN","NaN","NaN","569.757","0"
"2000/04/01","00:00","571.355","NaN","NaN","570.698","NaN","NaN","NaN","570.098","0"
"2000/05/01","00:00","571.942","NaN","NaN","571.08","NaN","NaN","NaN","570.456","0"
